,Respondent,LanguageDesireNextYear
4579,11071,C#
4579,11071,HTML/CSS
4579,11071,JavaScript
4579,11071,Kotlin
4579,11071,Python
4579,11071,SQL
4579,11071,Swift
4580,11072,Bash/Shell/PowerShell
4580,11072,Go
4580,11072,HTML/CSS
4580,11072,Scala
4580,11072,TypeScript
4581,11073,Bash/Shell/PowerShell
4581,11073,C
4581,11073,C#
4581,11073,Go
4581,11073,HTML/CSS
4581,11073,JavaScript
4581,11073,Rust
4581,11073,SQL
4581,11073,WebAssembly
4582,11074,JavaScript
4582,11074,Swift
4582,11074,TypeScript
4583,11077,Rust
4583,11077,TypeScript
4583,11077,WebAssembly
4584,11078,HTML/CSS
4584,11078,JavaScript
4585,11079,C++
4585,11079,Python
4585,11079,R
4585,11079,SQL
4586,11081,C#
4586,11081,HTML/CSS
4586,11081,JavaScript
4586,11081,SQL
4586,11081,TypeScript
4587,11084,C#
4587,11084,HTML/CSS
4587,11084,JavaScript
4587,11084,SQL
4587,11084,TypeScript
4587,11084,WebAssembly
4588,11086,Bash/Shell/PowerShell
4588,11086,Go
4588,11086,HTML/CSS
4588,11086,JavaScript
4588,11086,Python
4588,11086,Ruby
4588,11086,Scala
4588,11086,SQL
4589,11088,C#
4589,11088,HTML/CSS
4589,11088,JavaScript
4589,11088,Python
4590,11089,JavaScript
4590,11089,PHP
4590,11089,SQL
4591,11090,Bash/Shell/PowerShell
4591,11090,Java
4591,11090,Python
4591,11090,SQL
4592,11091,Java
4592,11091,Kotlin
4592,11091,Python
4593,11097,Dart
4593,11097,Go
4593,11097,JavaScript
4593,11097,Python
4593,11097,Rust
4594,11102,Go
4594,11102,HTML/CSS
4594,11102,Java
4594,11102,JavaScript
4594,11102,Python
4594,11102,R
4594,11102,Ruby
4594,11102,Scala
4594,11102,SQL
4595,11103,Java
4596,11104,C#
4596,11104,HTML/CSS
4596,11104,JavaScript
4596,11104,SQL
4596,11104,TypeScript
4596,11104,WebAssembly
4597,11110,Go
4597,11110,HTML/CSS
4597,11110,JavaScript
4597,11110,Kotlin
4597,11110,Rust
4598,11117,Bash/Shell/PowerShell
4598,11117,C++
4598,11117,C#
4598,11117,Python
4599,11118,Python
4599,11118,R
4599,11118,SQL
4600,11121,C#
4600,11121,HTML/CSS
4600,11121,Java
4600,11121,JavaScript
4600,11121,Kotlin
4600,11121,Python
4600,11121,SQL
4600,11121,TypeScript
4601,11122,C++
4601,11122,C#
4601,11122,HTML/CSS
4601,11122,JavaScript
4601,11122,Python
4601,11122,Swift
4602,11123,Bash/Shell/PowerShell
4602,11123,Java
4602,11123,JavaScript
4602,11123,Kotlin
4602,11123,Python
4602,11123,Scala
4602,11123,TypeScript
4602,11123,Other(s):
4603,11124,Bash/Shell/PowerShell
4603,11124,Java
4603,11124,JavaScript
4603,11124,Python
4603,11124,Ruby
4604,11125,Bash/Shell/PowerShell
4604,11125,C
4604,11125,HTML/CSS
4604,11125,Python
4605,11127,
4606,11128,Dart
4606,11128,HTML/CSS
4606,11128,JavaScript
4606,11128,PHP
4606,11128,SQL
4607,11130,Bash/Shell/PowerShell
4607,11130,Go
4607,11130,HTML/CSS
4607,11130,JavaScript
4607,11130,Python
4607,11130,Ruby
4607,11130,SQL
4607,11130,TypeScript
4608,11133,C#
4609,11134,Bash/Shell/PowerShell
4609,11134,C#
4609,11134,HTML/CSS
4609,11134,Java
4609,11134,JavaScript
4609,11134,Kotlin
4609,11134,SQL
4609,11134,Swift
4610,11137,JavaScript
4610,11137,Python
4611,11138,HTML/CSS
4611,11138,JavaScript
4611,11138,Other(s):
4612,11140,Bash/Shell/PowerShell
4612,11140,C#
4612,11140,Python
4612,11140,SQL
4613,11142,Go
4613,11142,HTML/CSS
4613,11142,JavaScript
4613,11142,PHP
4613,11142,SQL
4614,11143,C++
4614,11143,Python
4614,11143,R
4614,11143,SQL
4615,11144,C
4615,11144,C++
4615,11144,Go
4615,11144,Rust
4616,11146,C++
4616,11146,Clojure
4616,11146,Go
4616,11146,JavaScript
4616,11146,Python
4616,11146,Rust
4616,11146,SQL
4616,11146,TypeScript
4617,11148,HTML/CSS
4617,11148,Java
4617,11148,JavaScript
4617,11148,TypeScript
4618,11151,Bash/Shell/PowerShell
4618,11151,Java
4618,11151,Kotlin
4618,11151,SQL
4619,11153,Bash/Shell/PowerShell
4619,11153,C#
4619,11153,Dart
4619,11153,Go
4619,11153,HTML/CSS
4619,11153,JavaScript
4619,11153,Python
4619,11153,SQL
4620,11160,HTML/CSS
4620,11160,JavaScript
4620,11160,PHP
4620,11160,SQL
4621,11161,Bash/Shell/PowerShell
4621,11161,Go
4621,11161,JavaScript
4621,11161,Python
4621,11161,SQL
4621,11161,TypeScript
4622,11162,HTML/CSS
4622,11162,JavaScript
4622,11162,PHP
4622,11162,TypeScript
4623,11163,Bash/Shell/PowerShell
4623,11163,C
4623,11163,Java
4623,11163,Rust
4624,11164,Bash/Shell/PowerShell
4624,11164,Clojure
4624,11164,Go
4624,11164,Kotlin
4624,11164,Python
4624,11164,Rust
4625,11166,Dart
4625,11166,Kotlin
4625,11166,Python
4626,11167,C
4626,11167,C++
4626,11167,C#
4626,11167,HTML/CSS
4626,11167,JavaScript
4626,11167,PHP
4626,11167,Python
4626,11167,SQL
4627,11168,HTML/CSS
4627,11168,Java
4627,11168,JavaScript
4627,11168,PHP
4627,11168,SQL
4628,11174,Bash/Shell/PowerShell
4628,11174,HTML/CSS
4628,11174,Java
4628,11174,JavaScript
4629,11176,Java
4629,11176,TypeScript
4630,11177,Bash/Shell/PowerShell
4630,11177,Dart
4630,11177,Java
4630,11177,Kotlin
4630,11177,PHP
4630,11177,Python
4630,11177,SQL
4631,11179,C#
4631,11179,Go
4631,11179,Java
4631,11179,Python
4631,11179,SQL
4632,11181,HTML/CSS
4632,11181,JavaScript
4632,11181,PHP
4632,11181,SQL
4632,11181,Other(s):
4633,11182,C#
4633,11182,HTML/CSS
4633,11182,JavaScript
4633,11182,SQL
4633,11182,TypeScript
4634,11186,Bash/Shell/PowerShell
4634,11186,HTML/CSS
4634,11186,JavaScript
4634,11186,PHP
4634,11186,TypeScript
4635,11189,C
4635,11189,C++
4635,11189,Go
4635,11189,JavaScript
4635,11189,Swift
4635,11189,TypeScript
4636,11192,C#
4636,11192,HTML/CSS
4636,11192,Java
4636,11192,JavaScript
4636,11192,PHP
4636,11192,Python
4636,11192,SQL
4637,11194,Bash/Shell/PowerShell
4637,11194,Python
4638,11195,Go
4638,11195,Java
4638,11195,JavaScript
4638,11195,Kotlin
4638,11195,Python
4638,11195,R
4638,11195,Swift
4639,11200,Bash/Shell/PowerShell
4639,11200,PHP
4639,11200,SQL
4639,11200,Swift
4640,11201,C
4640,11201,C#
4640,11201,Go
4640,11201,HTML/CSS
4640,11201,JavaScript
4640,11201,Kotlin
4640,11201,Python
4640,11201,Rust
4640,11201,Swift
4640,11201,TypeScript
4640,11201,Other(s):
4641,11205,C#
4641,11205,HTML/CSS
4641,11205,JavaScript
4641,11205,Python
4642,11207,F#
4642,11207,Scala
4642,11207,WebAssembly
4642,11207,Other(s):
4643,11208,C++
4643,11208,JavaScript
4643,11208,Python
4643,11208,TypeScript
4644,11211,Java
4644,11211,Python
4644,11211,Scala
4644,11211,SQL
4645,11213,C#
4645,11213,Java
4646,11214,Go
4646,11214,Kotlin
4646,11214,TypeScript
4647,11215,F#
4647,11215,Go
4647,11215,HTML/CSS
4647,11215,JavaScript
4647,11215,TypeScript
4647,11215,WebAssembly
4648,11216,C#
4649,11225,C#
4649,11225,Dart
4649,11225,Go
4649,11225,Kotlin
4649,11225,Swift
4650,11227,C++
4650,11227,HTML/CSS
4650,11227,JavaScript
4650,11227,Python
4651,11245,Bash/Shell/PowerShell
4651,11245,Go
4651,11245,HTML/CSS
4651,11245,Kotlin
4652,11246,HTML/CSS
4652,11246,Java
4652,11246,JavaScript
4652,11246,SQL
4652,11246,TypeScript
4653,11247,HTML/CSS
4653,11247,Java
4653,11247,JavaScript
4654,11248,Bash/Shell/PowerShell
4654,11248,Go
4654,11248,JavaScript
4655,11250,C#
4655,11250,Go
4655,11250,Python
4655,11250,TypeScript
4656,11251,JavaScript
4656,11251,Python
4656,11251,SQL
4657,11254,Kotlin
4657,11254,Swift
4657,11254,TypeScript
4658,11255,TypeScript
4659,11264,Go
4659,11264,Java
4659,11264,Ruby
4659,11264,SQL
4659,11264,TypeScript
4660,11266,HTML/CSS
4660,11266,JavaScript
4660,11266,PHP
4661,11269,C++
4661,11269,Go
4661,11269,JavaScript
4661,11269,Python
4661,11269,Other(s):
4662,11272,Bash/Shell/PowerShell
4662,11272,C#
4662,11272,HTML/CSS
4662,11272,JavaScript
4662,11272,SQL
4662,11272,TypeScript
4663,11275,Bash/Shell/PowerShell
4663,11275,Erlang
4663,11275,Go
4663,11275,HTML/CSS
4663,11275,JavaScript
4663,11275,Python
4663,11275,WebAssembly
4664,11276,Bash/Shell/PowerShell
4664,11276,C++
4664,11276,Python
4664,11276,Rust
4664,11276,WebAssembly
4665,11277,C#
4665,11277,HTML/CSS
4665,11277,JavaScript
4665,11277,SQL
4665,11277,TypeScript
4666,11278,Bash/Shell/PowerShell
4666,11278,C#
4666,11278,HTML/CSS
4666,11278,JavaScript
4666,11278,SQL
4666,11278,TypeScript
4666,11278,WebAssembly
4667,11280,Assembly
4667,11280,Bash/Shell/PowerShell
4667,11280,C
4667,11280,C++
4667,11280,HTML/CSS
4667,11280,WebAssembly
4668,11283,C#
4669,11290,Go
4669,11290,SQL
4670,11291,C#
4670,11291,Go
4670,11291,HTML/CSS
4670,11291,JavaScript
4670,11291,Python
4670,11291,TypeScript
4671,11292,Bash/Shell/PowerShell
4671,11292,C#
4671,11292,HTML/CSS
4671,11292,JavaScript
4671,11292,TypeScript
4672,11293,Bash/Shell/PowerShell
4672,11293,HTML/CSS
4672,11293,JavaScript
4672,11293,PHP
4672,11293,Python
4672,11293,Scala
4672,11293,WebAssembly
4673,11294,C#
4673,11294,HTML/CSS
4673,11294,JavaScript
4673,11294,SQL
4673,11294,TypeScript
4674,11295,C#
4674,11295,JavaScript
4674,11295,SQL
4674,11295,Swift
4674,11295,TypeScript
4675,11296,Python
4676,11300,Bash/Shell/PowerShell
4676,11300,Java
4676,11300,Python
4676,11300,Scala
4676,11300,SQL
4677,11305,Bash/Shell/PowerShell
4677,11305,HTML/CSS
4677,11305,Java
4677,11305,JavaScript
4678,11306,Bash/Shell/PowerShell
4678,11306,Go
4678,11306,HTML/CSS
4678,11306,Python
4678,11306,SQL
4678,11306,WebAssembly
4679,11307,C#
4679,11307,Elixir
4679,11307,HTML/CSS
4679,11307,JavaScript
4679,11307,Ruby
4679,11307,Rust
4679,11307,SQL
4679,11307,WebAssembly
4680,11310,C
4680,11310,Kotlin
4680,11310,Scala
4681,11314,C#
4681,11314,Elixir
4681,11314,F#
4681,11314,HTML/CSS
4681,11314,JavaScript
4681,11314,SQL
4681,11314,TypeScript
4681,11314,WebAssembly
4682,11319,Java
4682,11319,Python
4682,11319,SQL
4682,11319,Swift
4683,11320,Dart
4683,11320,Go
4683,11320,Rust
4683,11320,TypeScript
4684,11321,Bash/Shell/PowerShell
4684,11321,HTML/CSS
4684,11321,JavaScript
4684,11321,Python
4684,11321,SQL
4684,11321,Other(s):
4685,11323,C
4685,11323,C++
4685,11323,C#
4685,11323,Java
4685,11323,Kotlin
4685,11323,Python
4685,11323,Rust
4685,11323,SQL
4685,11323,TypeScript
4686,11324,Bash/Shell/PowerShell
4686,11324,Python
4687,11325,Bash/Shell/PowerShell
4687,11325,C++
4687,11325,Go
4687,11325,HTML/CSS
4687,11325,JavaScript
4687,11325,WebAssembly
4688,11326,C++
4688,11326,Python
4688,11326,Rust
4688,11326,SQL
4689,11327,C
4689,11327,C++
4689,11327,C#
4689,11327,Kotlin
4690,11329,C++
4690,11329,C#
4690,11329,Python
4691,11330,C#
4691,11330,HTML/CSS
4691,11330,JavaScript
4691,11330,Python
4691,11330,Scala
4691,11330,SQL
4691,11330,TypeScript
4692,11334,Go
4692,11334,JavaScript
4692,11334,TypeScript
4692,11334,WebAssembly
4693,11340,HTML/CSS
4693,11340,JavaScript
4693,11340,Python
4693,11340,Rust
4693,11340,TypeScript
4694,11342,C++
4694,11342,C#
4694,11342,Go
4694,11342,Python
4695,11346,Kotlin
4695,11346,Python
4695,11346,Other(s):
4696,11352,Bash/Shell/PowerShell
4696,11352,C#
4696,11352,HTML/CSS
4696,11352,Java
4696,11352,JavaScript
4696,11352,Kotlin
4696,11352,Python
4696,11352,R
4696,11352,Rust
4696,11352,Scala
4696,11352,SQL
4696,11352,TypeScript
4697,11353,C
4697,11353,WebAssembly
4698,11355,HTML/CSS
4698,11355,Java
4698,11355,JavaScript
4698,11355,Python
4698,11355,SQL
4698,11355,Other(s):
4699,11357,F#
4699,11357,Python
4699,11357,R
4699,11357,SQL
4700,11358,Go
4700,11358,TypeScript
4701,11362,C#
4701,11362,Dart
4701,11362,HTML/CSS
4701,11362,JavaScript
4701,11362,TypeScript
4702,11363,JavaScript
4702,11363,Python
4702,11363,SQL
4703,11365,C#
4703,11365,Elixir
4703,11365,F#
4703,11365,Go
4703,11365,Kotlin
4703,11365,Rust
4703,11365,Swift
4703,11365,TypeScript
4703,11365,WebAssembly
4704,11367,HTML/CSS
4704,11367,JavaScript
4704,11367,Ruby
4705,11371,Bash/Shell/PowerShell
4705,11371,HTML/CSS
4705,11371,Java
4705,11371,JavaScript
4705,11371,Python
4705,11371,SQL
4706,11373,Bash/Shell/PowerShell
4706,11373,Go
4706,11373,Java
4706,11373,Kotlin
4706,11373,SQL
4707,11374,C++
4707,11374,Python
4707,11374,R
4707,11374,Swift
4708,11376,C
4708,11376,C#
4708,11376,Python
4709,11379,C#
4709,11379,JavaScript
4709,11379,SQL
4709,11379,TypeScript
4709,11379,WebAssembly
4710,11380,C#
4710,11380,Go
4710,11380,JavaScript
4710,11380,Python
4710,11380,SQL
4710,11380,VBA
4711,11381,Go
4711,11381,JavaScript
4711,11381,TypeScript
4712,11385,C#
4712,11385,HTML/CSS
4713,11388,Dart
4713,11388,Swift
4714,11391,Bash/Shell/PowerShell
4714,11391,HTML/CSS
4714,11391,JavaScript
4714,11391,PHP
4714,11391,SQL
4714,11391,Other(s):
4715,11394,Bash/Shell/PowerShell
4715,11394,Go
4715,11394,JavaScript
4715,11394,Kotlin
4715,11394,Python
4715,11394,TypeScript
4716,11395,C#
4716,11395,SQL
4716,11395,Other(s):
4717,11398,HTML/CSS
4717,11398,JavaScript
4717,11398,Python
4717,11398,R
4717,11398,Swift
4718,11401,C#
4718,11401,F#
4718,11401,HTML/CSS
4718,11401,TypeScript
4719,11402,Bash/Shell/PowerShell
4719,11402,HTML/CSS
4719,11402,Java
4719,11402,JavaScript
4719,11402,Kotlin
4719,11402,R
4719,11402,SQL
4719,11402,TypeScript
4720,11407,Clojure
4720,11407,Elixir
4720,11407,Rust
4720,11407,Swift
4720,11407,Other(s):
4721,11409,Java
4721,11409,TypeScript
4722,11412,C
4722,11412,C++
4722,11412,Dart
4722,11412,Go
4722,11412,HTML/CSS
4722,11412,Java
4722,11412,JavaScript
4722,11412,Python
4722,11412,R
4722,11412,SQL
4723,11413,Go
4723,11413,Scala
4724,11416,Bash/Shell/PowerShell
4724,11416,C
4724,11416,C++
4724,11416,HTML/CSS
4724,11416,Java
4724,11416,JavaScript
4724,11416,Python
4724,11416,R
4724,11416,SQL
4725,11419,Objective-C
4726,11423,Bash/Shell/PowerShell
4726,11423,Java
4726,11423,JavaScript
4726,11423,Kotlin
4726,11423,Python
4726,11423,TypeScript
4727,11425,Bash/Shell/PowerShell
4727,11425,HTML/CSS
4727,11425,JavaScript
4727,11425,Rust
4727,11425,TypeScript
4728,11430,Go
4728,11430,JavaScript
4728,11430,Python
4728,11430,Scala
4729,11431,C#
4729,11431,F#
4729,11431,SQL
4729,11431,TypeScript
4730,11432,HTML/CSS
4730,11432,JavaScript
4730,11432,Ruby
4730,11432,TypeScript
4730,11432,Other(s):
4731,11434,Bash/Shell/PowerShell
4731,11434,C#
4731,11434,HTML/CSS
4731,11434,JavaScript
4731,11434,SQL
4731,11434,TypeScript
4732,11439,Elixir
4732,11439,Python
4733,11440,Bash/Shell/PowerShell
4733,11440,Python
4733,11440,SQL
4734,11447,Go
4734,11447,Java
4734,11447,Python
4734,11447,Scala
4734,11447,SQL
4735,11448,JavaScript
4735,11448,Python
4735,11448,TypeScript
4736,11450,Java
4736,11450,Python
4737,11456,C++
4737,11456,HTML/CSS
4737,11456,Java
4737,11456,JavaScript
4737,11456,SQL
4738,11460,Go
4738,11460,Rust
4739,11461,Dart
4739,11461,Go
4739,11461,Kotlin
4739,11461,R
4739,11461,Swift
4740,11464,Elixir
4740,11464,Go
4740,11464,JavaScript
4740,11464,Kotlin
4740,11464,Python
4740,11464,TypeScript
4741,11465,C
4741,11465,Elixir
4741,11465,Python
4741,11465,Rust
4741,11465,SQL
4741,11465,TypeScript
4742,11466,C#
4742,11466,HTML/CSS
4742,11466,JavaScript
4742,11466,SQL
4742,11466,TypeScript
4743,11470,Bash/Shell/PowerShell
4743,11470,Go
4743,11470,Java
4743,11470,Python
4743,11470,SQL
4744,11471,Clojure
4744,11471,Rust
4744,11471,SQL
4745,11472,Go
4745,11472,HTML/CSS
4745,11472,JavaScript
4745,11472,SQL
4745,11472,TypeScript
4746,11474,Go
4746,11474,Kotlin
4746,11474,Python
4746,11474,R
4746,11474,Ruby
4746,11474,Swift
4747,11476,C#
4747,11476,HTML/CSS
4747,11476,JavaScript
4747,11476,SQL
4748,11477,HTML/CSS
4748,11477,Java
4748,11477,Python
4748,11477,TypeScript
4749,11488,HTML/CSS
4749,11488,Java
4749,11488,JavaScript
4749,11488,Kotlin
4749,11488,Ruby
4749,11488,SQL
4749,11488,TypeScript
4750,11489,Go
4750,11489,JavaScript
4750,11489,Kotlin
4750,11489,Python
4750,11489,Swift
4751,11490,Bash/Shell/PowerShell
4751,11490,C++
4751,11490,C#
4751,11490,Java
4752,11494,HTML/CSS
4752,11494,Java
4752,11494,Python
4752,11494,SQL
4753,11496,Python
4753,11496,SQL
4754,11497,Bash/Shell/PowerShell
4754,11497,C
4754,11497,C++
4754,11497,Go
4754,11497,Java
4754,11497,JavaScript
4754,11497,Kotlin
4754,11497,Python
4754,11497,SQL
4754,11497,TypeScript
4755,11499,Bash/Shell/PowerShell
4755,11499,Go
4755,11499,Python
4755,11499,Other(s):
4756,11501,Go
4756,11501,HTML/CSS
4756,11501,JavaScript
4756,11501,Ruby
4756,11501,SQL
4756,11501,TypeScript
4757,11508,Bash/Shell/PowerShell
4757,11508,HTML/CSS
4757,11508,JavaScript
4757,11508,PHP
4757,11508,SQL
4757,11508,TypeScript
4758,11511,Go
4758,11511,Rust
4759,11513,C#
4759,11513,HTML/CSS
4759,11513,Java
4759,11513,JavaScript
4759,11513,Python
4759,11513,R
4759,11513,SQL
4760,11514,Kotlin
4761,11519,Python
4761,11519,R
4762,11521,Go
4762,11521,Java
4762,11521,JavaScript
4762,11521,Python
4762,11521,Rust
4762,11521,Scala
4762,11521,SQL
4763,11524,Bash/Shell/PowerShell
4763,11524,C
4763,11524,C++
4763,11524,HTML/CSS
4763,11524,JavaScript
4763,11524,SQL
4763,11524,Other(s):
4764,11526,Bash/Shell/PowerShell
4764,11526,JavaScript
4764,11526,Python
4765,11527,Java
4765,11527,Python
4766,11528,Bash/Shell/PowerShell
4766,11528,Clojure
4766,11528,Dart
4766,11528,Go
4766,11528,HTML/CSS
4766,11528,JavaScript
4766,11528,Python
4766,11528,R
4766,11528,TypeScript
4766,11528,WebAssembly
4767,11530,C#
4767,11530,HTML/CSS
4767,11530,JavaScript
4767,11530,SQL
4768,11532,JavaScript
4768,11532,Other(s):
4769,11533,Go
4769,11533,Kotlin
4769,11533,Python
4769,11533,Rust
4769,11533,Scala
4770,11540,Go
4770,11540,Kotlin
4770,11540,R
4771,11544,C++
4771,11544,C#
4771,11544,HTML/CSS
4771,11544,Java
4771,11544,JavaScript
4771,11544,Kotlin
4771,11544,SQL
4771,11544,TypeScript
4772,11546,Dart
4772,11546,HTML/CSS
4772,11546,JavaScript
4772,11546,TypeScript
4773,11547,Bash/Shell/PowerShell
4773,11547,Python
4773,11547,R
4773,11547,SQL
4774,11549,HTML/CSS
4774,11549,JavaScript
4774,11549,SQL
4775,11552,Go
4775,11552,Python
4775,11552,SQL
4776,11553,C#
4776,11553,HTML/CSS
4776,11553,Java
4776,11553,JavaScript
4776,11553,Kotlin
4776,11553,PHP
4776,11553,Python
4776,11553,SQL
4776,11553,Swift
4776,11553,TypeScript
4777,11554,C++
4777,11554,C#
4777,11554,F#
4777,11554,Java
4777,11554,Kotlin
4777,11554,Scala
4777,11554,SQL
4777,11554,Other(s):
4778,11558,Bash/Shell/PowerShell
4778,11558,HTML/CSS
4778,11558,Python
4778,11558,Ruby
4779,11559,Elixir
4779,11559,HTML/CSS
4779,11559,Python
4779,11559,Rust
4779,11559,TypeScript
4780,11563,Kotlin
4780,11563,Python
4780,11563,Ruby
4780,11563,Scala
4780,11563,SQL
4780,11563,Swift
4781,11569,Bash/Shell/PowerShell
4781,11569,C++
4781,11569,Python
4781,11569,Rust
4781,11569,Scala
4781,11569,Other(s):
4782,11579,HTML/CSS
4782,11579,Java
4782,11579,JavaScript
4782,11579,Python
4783,11580,C#
4783,11580,HTML/CSS
4783,11580,Java
4783,11580,JavaScript
4783,11580,PHP
4783,11580,Python
4783,11580,SQL
4783,11580,TypeScript
4783,11580,VBA
4784,11583,HTML/CSS
4784,11583,Java
4784,11583,JavaScript
4784,11583,Python
4784,11583,SQL
4784,11583,Other(s):
4785,11584,C#
4785,11584,JavaScript
4785,11584,SQL
4785,11584,WebAssembly
4786,11585,Erlang
4786,11585,Go
4786,11585,Kotlin
4786,11585,Ruby
4787,11586,Bash/Shell/PowerShell
4787,11586,C
4787,11586,C++
4787,11586,Elixir
4787,11586,Erlang
4787,11586,Go
4787,11586,Python
4787,11586,Rust
4787,11586,Other(s):
4788,11589,C
4788,11589,Go
4788,11589,TypeScript
4788,11589,WebAssembly
4789,11592,Assembly
4789,11592,Go
4789,11592,Kotlin
4789,11592,Objective-C
4789,11592,Scala
4789,11592,TypeScript
4790,11593,Dart
4790,11593,Go
4790,11593,HTML/CSS
4790,11593,Java
4790,11593,JavaScript
4790,11593,SQL
4790,11593,TypeScript
4791,11595,Bash/Shell/PowerShell
4791,11595,C#
4791,11595,F#
4792,11597,Dart
4792,11597,Erlang
4792,11597,Go
4792,11597,HTML/CSS
4792,11597,PHP
4792,11597,Python
4793,11602,C#
4793,11602,SQL
4794,11605,Bash/Shell/PowerShell
4794,11605,C#
4794,11605,HTML/CSS
4794,11605,JavaScript
4794,11605,SQL
4794,11605,TypeScript
4795,11607,C#
4795,11607,HTML/CSS
4795,11607,Java
4795,11607,JavaScript
4795,11607,Kotlin
4795,11607,SQL
4795,11607,TypeScript
4796,11608,C#
4796,11608,HTML/CSS
4796,11608,JavaScript
4796,11608,PHP
4796,11608,Rust
4796,11608,SQL
4796,11608,WebAssembly
4797,11609,Java
4797,11609,JavaScript
4797,11609,Kotlin
4797,11609,SQL
4797,11609,Swift
4798,11610,C#
4798,11610,Go
4798,11610,HTML/CSS
4798,11610,Java
4798,11610,JavaScript
4798,11610,PHP
4798,11610,Python
4798,11610,SQL
4799,11614,C#
4799,11614,HTML/CSS
4799,11614,JavaScript
4799,11614,Python
4799,11614,SQL
4800,11616,Java
4800,11616,Python
4801,11620,C#
4801,11620,HTML/CSS
4801,11620,Java
4801,11620,JavaScript
4802,11621,Go
4802,11621,Java
4802,11621,Kotlin
4802,11621,Python
4802,11621,Scala
4802,11621,SQL
4803,11623,Kotlin
4803,11623,Scala
4803,11623,TypeScript
4804,11625,C++
4804,11625,C#
4804,11625,HTML/CSS
4804,11625,Java
4804,11625,JavaScript
4804,11625,Kotlin
4804,11625,Python
4804,11625,SQL
4804,11625,Swift
4804,11625,TypeScript
4805,11628,Java
4806,11629,Bash/Shell/PowerShell
4806,11629,C#
4806,11629,HTML/CSS
4806,11629,Java
4806,11629,JavaScript
4806,11629,Python
4806,11629,R
4806,11629,Scala
4807,11631,C#
4807,11631,HTML/CSS
4807,11631,JavaScript
4807,11631,SQL
4807,11631,TypeScript
4808,11632,C#
4808,11632,Java
4808,11632,JavaScript
4808,11632,SQL
4809,11637,HTML/CSS
4809,11637,JavaScript
4809,11637,PHP
4809,11637,Python
4809,11637,SQL
4810,11640,C#
4810,11640,HTML/CSS
4810,11640,JavaScript
4810,11640,SQL
4811,11642,HTML/CSS
4811,11642,JavaScript
4811,11642,Swift
4812,11646,Go
4812,11646,Java
4812,11646,Kotlin
4812,11646,Ruby
4812,11646,Swift
4812,11646,TypeScript
4813,11647,Python
4813,11647,R
4813,11647,Ruby
4814,11648,Bash/Shell/PowerShell
4814,11648,HTML/CSS
4814,11648,JavaScript
4814,11648,TypeScript
4814,11648,WebAssembly
4815,11652,Bash/Shell/PowerShell
4815,11652,C++
4815,11652,HTML/CSS
4815,11652,Java
4815,11652,JavaScript
4815,11652,PHP
4815,11652,Python
4815,11652,R
4815,11652,SQL
4815,11652,VBA
4816,11654,HTML/CSS
4816,11654,Java
4816,11654,JavaScript
4816,11654,Objective-C
4816,11654,Python
4816,11654,SQL
4816,11654,Swift
4816,11654,TypeScript
4817,11661,HTML/CSS
4817,11661,Java
4817,11661,PHP
4817,11661,SQL
4818,11666,Bash/Shell/PowerShell
4818,11666,C#
4818,11666,Go
4818,11666,HTML/CSS
4818,11666,JavaScript
4818,11666,Kotlin
4818,11666,Rust
4818,11666,SQL
4818,11666,TypeScript
4818,11666,WebAssembly
4819,11667,Kotlin
4819,11667,PHP
4819,11667,Swift
4820,11672,HTML/CSS
4820,11672,Java
4820,11672,JavaScript
4820,11672,TypeScript
4821,11673,Kotlin
4821,11673,Rust
4821,11673,Swift
4821,11673,TypeScript
4821,11673,Other(s):
4822,11676,C
4822,11676,C++
4822,11676,Python
4822,11676,SQL
4823,11677,Bash/Shell/PowerShell
4823,11677,HTML/CSS
4823,11677,JavaScript
4823,11677,Python
4823,11677,SQL
4824,11679,C#
4824,11679,HTML/CSS
4824,11679,JavaScript
4824,11679,SQL
4824,11679,TypeScript
4825,11682,HTML/CSS
4825,11682,JavaScript
4825,11682,Python
4826,11684,C#
4826,11684,Java
4826,11684,JavaScript
4826,11684,PHP
4826,11684,SQL
4827,11685,Assembly
4827,11685,Bash/Shell/PowerShell
4827,11685,C
4827,11685,C++
4827,11685,C#
4827,11685,Clojure
4827,11685,Dart
4827,11685,Elixir
4827,11685,Erlang
4827,11685,HTML/CSS
4827,11685,Java
4827,11685,Kotlin
4827,11685,PHP
4827,11685,SQL
4827,11685,Other(s):
4828,11687,C#
4828,11687,Go
4828,11687,Kotlin
4828,11687,Python
4829,11689,Java
4829,11689,Python
4829,11689,SQL
4830,11690,Bash/Shell/PowerShell
4830,11690,HTML/CSS
4830,11690,Java
4830,11690,JavaScript
4830,11690,Python
4830,11690,SQL
4830,11690,TypeScript
4831,11692,Elixir
4831,11692,HTML/CSS
4831,11692,JavaScript
4831,11692,SQL
4831,11692,Other(s):
4832,11694,HTML/CSS
4832,11694,Java
4832,11694,JavaScript
4832,11694,Kotlin
4832,11694,Objective-C
4832,11694,SQL
4832,11694,Swift
4833,11696,Bash/Shell/PowerShell
4833,11696,C#
4833,11696,F#
4833,11696,HTML/CSS
4833,11696,JavaScript
4833,11696,Kotlin
4833,11696,SQL
4833,11696,TypeScript
4833,11696,WebAssembly
4834,11697,Swift
4835,11701,C
4835,11701,Java
4835,11701,SQL
4836,11702,C
4836,11702,Kotlin
4836,11702,PHP
4836,11702,Python
